id,title,parent,parentLabel,cluster,clusterLabel,clusterDefault,kwEvidence,source,track,hidden
ref_image_superresolution_by_neural_texture_,Image Super-Resolution by Neural Texture Transfer,2,Image Super-Resolution,43,Transformer & Superresolution & Swin,ai,-,cluster,ai,HIDE
ref_a_review_of_the_deep_learning_methods_fo,A Review of the Deep Learning Methods for Medical Images Super Resolution Problems,2,Image Super-Resolution,35,Superresolution & Medical & Musculoskeletal,med,-,cluster,med,
ref_application_of_superresolution_convoluti,Application of Super-Resolution Convolutional Neural Network for Enhancing Image Resolutio,2,Image Super-Resolution,42,Superresolution & Application & Chest,med,CT,kw:CT,both,
ref_improvement_of_image_quality_at_ct_and_m,Improvement of image quality at CT and MRI using deep learning,4,Clinical CT Denoising & DL Reconstruction,51,Reduction & Algorithm & Phantom,ct,CT+MED,kw:CT,both,
ref_multimodal_multihead_convolutional_atten,Multimodal Multi-Head Convolutional Attention with Various Kernel Sizes for Medical Image ,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,-,cluster,ai,HIDE
ref_lowdose_chest_xray_image_superresolution,Low-dose chest X-ray image super-resolution using generative adversarial nets with spectra,2,Image Super-Resolution,48,Superresolution & Generative & Adversarial,ai,CT+AIFND,kw:CT,both,
ref_learningbased_image_superresolution_usin,Learning-based image super-resolution using weight coefficients of synaptic connections,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
ref_csrgan_medical_image_superresolution_usi,Csrgan: Medical Image Super-Resolution Using A Generative Adversarial Network,2,Image Super-Resolution,48,Superresolution & Generative & Adversarial,ai,AIFND,cluster,ai,HIDE
ref_limitedangle_xray_nanotomography_with_ma,Limited-angle x-ray nano-tomography with machine-learning enabled iterative reconstruction,7,CT Reconstruction Foundations,56,Directional & Wavelets & Lowdose,ct,CT,kw:CT,ct,
ref_automated_detection_and_segmentation_of_,Automated Detection and Segmentation of HBMs in 3D X-ray Images using Semi-Supervised Deep,1,Deep Learning & Generative Models,36,Concepts & Architectures & Challenges,ai,-,cluster,ai,HIDE
ref_3d_defect_detection_and_metrology_of_hbm,3D Defect Detection and Metrology of HBMs using Semi-Supervised Deep Learning,1,Deep Learning & Generative Models,36,Concepts & Architectures & Challenges,ai,-,cluster,ai,HIDE
ref_ctexturefusion_advanced_texture_transfer,CTextureFusion: Advanced Texture Transfer with Multi-head Attention for Improving Lung CT ,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,CT,kw:CT,ct,
ref_unpaired_imagetoimage_translation_using_,Unpaired Image-to-Image Translation Using Cycle-Consistent Adversarial Networks,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,-,cluster,ai,HIDE
ref_highresolution_image_synthesis_with_late,High-Resolution Image Synthesis with Latent Diffusion Models,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,-,cluster,ai,HIDE
ref_unetr_transformers_for_3d_medical_image_,UNETR: Transformers for 3D Medical Image Segmentation,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,AIFND,cluster,ai,HIDE
ref_attngan_finegrained_text_to_image_genera,AttnGAN: Fine-Grained Text to Image Generation with Attentional Generative Adversarial Net,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,AIFND,cluster,ai,HIDE
ref_unsupervised_pixellevel_domain_adaptatio,Unsupervised Pixel-Level Domain Adaptation with Generative Adversarial Networks,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,AIFND,cluster,ai,HIDE
ref_simultaneous_superresolution_and_crossmo,Simultaneous Super-Resolution and Cross-Modality Synthesis of 3D Medical Images Using Weak,2,Image Super-Resolution,38,Superresolution & Simultaneous & Brain,med,-,cluster,med,
ref_adaptive_latent_diffusion_model_for_3d_m,Adaptive Latent Diffusion Model for 3D Medical Image to Image Translation: Multi-modal Mag,1,Deep Learning & Generative Models,53,Diffusion & Denoising & Probabilistic,split,MED+AIFND,kw:MED,med,
ref_generative_adversarial_network_image_syn,Generative Adversarial Network Image Synthesis Method for Skin Lesion Generation and Class,1,Deep Learning & Generative Models,12,Adversarial & Medical & Generative,both,AIFND,cluster,both,
ref_targetguided_diffusion_models_for_unpair,Target-Guided Diffusion Models for Unpaired Cross-Modality Medical Image Translation,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,-,cluster,ai,HIDE
ref_segmentation_of_brain_tumor_using_a_3d_g,Segmentation of Brain Tumor Using a 3D Generative Adversarial Network,1,Deep Learning & Generative Models,12,Adversarial & Medical & Generative,both,AIFND,cluster,both,
ref_brain_tumor_segmentation_by_auxiliary_cl,Brain tumor segmentation by auxiliary classifier generative adversarial network,1,Deep Learning & Generative Models,12,Adversarial & Medical & Generative,both,AIFND,cluster,both,
ref_translation_of_computed_tomography_image,Translation of computed tomography images to T2-Weighted magnetic resonance images of lumb,1,Deep Learning & Generative Models,12,Adversarial & Medical & Generative,both,CT+MED+AIFND,kw:CT,both,
ref_denoising_diffusion_probabilistic_models,Denoising Diffusion Probabilistic Models,1,Deep Learning & Generative Models,53,Diffusion & Denoising & Probabilistic,split,-,embed(0.28),ai,HIDE
ref_diffusion_models_beat_gans_on_image_synt,Diffusion Models Beat GANs on Image Synthesis,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,-,cluster,ai,HIDE
ref_photorealistic_texttoimage_diffusion_mod,Photorealistic Text-to-Image Diffusion Models with Deep Language Understanding,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,-,cluster,ai,HIDE
ref_adding_conditional_control_to_texttoimag,Adding Conditional Control to Text-to-Image Diffusion Models,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,-,cluster,ai,HIDE
ref_diffusion_models_in_vision_a_survey,Diffusion Models in Vision: A Survey,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,-,cluster,ai,HIDE
ref_scalable_diffusion_models_with_transform,Scalable Diffusion Models with Transformers,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,AIFND,cluster,ai,HIDE
ref_scorebased_diffusion_models_for_accelera,Score-based diffusion models for accelerated MRI,5,Optimization & Compressed Sensing,5,Diffusion & Scorebased & Accelerated,med,MED+AIFND,kw:MED,med,
ref_conditional_diffusion_models_for_semanti,Conditional Diffusion Models for Semantic 3D Brain MRI Synthesis,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,MED,kw:MED,med,
ref_waveletimproved_scorebased_generative_mo,Wavelet-Improved Score-Based Generative Model for Medical Imaging,1,Deep Learning & Generative Models,14,Adversarial & Generative & Compressed,split,AIFND,embed(0.62),both,
ref_bayesian_mri_reconstruction_with_joint_u,Bayesian MRI reconstruction with joint uncertainty estimation using diffusion models,5,Optimization & Compressed Sensing,5,Diffusion & Scorebased & Accelerated,med,MED,kw:MED,med,
ref_pet_image_reconstruction_incorporating_d,PET Image Reconstruction Incorporating Deep Image Prior and a Forward Projection Model,4,Clinical CT Denoising & DL Reconstruction,4,Deeppet & Encoderdecoder & Directly,med,MED,kw:MED,med,
ref_generative_modeling_in_sinogram_domain_f,Generative Modeling in Sinogram Domain for Sparse-View CT Reconstruction,8,Iterative & Sparse-View CT Reconstruction,63,Sparseview & Framing & Unet,ct,CT,kw:CT,both,
ref_sparseview_reconstruction_for_photoacous,Sparse-view reconstruction for photoacoustic tomography combining diffusion model with mod,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,CT+MED+AIFND,kw:CT,both,
ref_dmre2i_a_framework_based_on_diffusion_mo,DM-RE2I: A framework based on diffusion model for the reconstruction from EEG to image,1,Deep Learning & Generative Models,53,Diffusion & Denoising & Probabilistic,split,AIFND,embed(0.40),both,
ref_iterative_reconstruction_for_lowdose_ct_,Iterative Reconstruction for Low-Dose CT Using Deep Gradient Priors of Generative Model,8,Iterative & Sparse-View CT Reconstruction,70,Iterative & Lowdose & Priors,ct,CT,kw:CT,both,
ref_deep_learning_for_biomedical_image_recon,Deep Learning for Biomedical Image Reconstruction,7,CT Reconstruction Foundations,13,Survey & Phase & Recovery,ct,-,cluster,both,
ref_iterative_reconstruction_techniques_for_,Iterative reconstruction techniques for computed tomography Part 1: Technical principles,8,Iterative & Sparse-View CT Reconstruction,68,Iterative & Xray & Lowdose,ct,CT,kw:CT,ct,
ref_highfrequency_space_diffusion_model_for_,High-Frequency Space Diffusion Model for Accelerated MRI,5,Optimization & Compressed Sensing,5,Diffusion & Scorebased & Accelerated,med,MED+AIFND,kw:MED,med,
ref_stagebystage_wavelet_optimization_refine,Stage-by-Stage Wavelet Optimization Refinement Diffusion Model for Sparse-View CT Reconstr,8,Iterative & Sparse-View CT Reconstruction,27,Noise & Algorithms & Diffusion,ct,CT+AIFND,kw:CT,both,
ref_dehazing_ultrasound_using_diffusion_mode,Dehazing Ultrasound Using Diffusion Models,1,Deep Learning & Generative Models,53,Diffusion & Denoising & Probabilistic,split,MED,kw:MED,med,
ref_mri_motion_artifact_reduction_using_a_co,MRI motion artifact reduction using a conditional diffusion probabilistic model (MAR‐CDPM),5,Optimization & Compressed Sensing,5,Diffusion & Scorebased & Accelerated,med,MED,kw:MED,med,
ref_diffgan_an_adversarial_diffusion_model_w,DiffGAN: An adversarial diffusion model with local transformer for MRI reconstruction,1,Deep Learning & Generative Models,14,Adversarial & Generative & Compressed,split,MED+AIFND,kw:MED,med,
ref_correlated_and_multifrequency_diffusion_,Correlated and Multi-Frequency Diffusion Modeling for Highly Under-Sampled MRI Reconstruct,5,Optimization & Compressed Sensing,5,Diffusion & Scorebased & Accelerated,med,MED,kw:MED,med,
ref_dualdomain_collaborative_diffusion_sampl,Dual-Domain Collaborative Diffusion Sampling for Multi-Source Stationary Computed Tomograp,8,Iterative & Sparse-View CT Reconstruction,71,Sparse & Sparseview & Spectral,ct,CT,kw:CT,both,
ref_scorebased_generative_models_for_pet_ima,Score-Based Generative Models for PET Image Reconstruction,4,Clinical CT Denoising & DL Reconstruction,4,Deeppet & Encoderdecoder & Directly,med,MED+AIFND,kw:MED,med,
ref_timereversion_fastsampling_scorebased_mo,Time-Reversion Fast-Sampling Score-Based Model for Limited-Angle CT Reconstruction,8,Iterative & Sparse-View CT Reconstruction,65,Limitedangle & Minimization & Accurate,ct,CT+AIFND,kw:CT,ct,
ref_twoandahalf_order_scorebased_model_for_s,Two-and-a-half order score-based model for solving 3D ill-posed inverse problems,5,Optimization & Compressed Sensing,21,Total & Variation & Algorithms,split,AIFND,embed(0.31),ai,HIDE
ref_a_comparative_study_of_variational_autoe,"A comparative study of variational autoencoders, normalizing flows, and score-based diffus",7,CT Reconstruction Foundations,55,Electrical & Impedance & Shape,med,CT+MED+AIFND,kw:CT,both,
ref_onesample_diffusion_modeling_in_projecti,One-Sample Diffusion Modeling in Projection Domain for Low-Dose CT Imaging,8,Iterative & Sparse-View CT Reconstruction,70,Iterative & Lowdose & Priors,ct,CT,kw:CT,both,
ref_joint_diffusion_mutual_consistencydriven,Joint diffusion: mutual consistency-driven diffusion model for PET-MRI co-reconstruction,5,Optimization & Compressed Sensing,5,Diffusion & Scorebased & Accelerated,med,MED+AIFND,kw:MED,med,
ref_fast_and_reliable_scorebased_generative_,Fast and Reliable Score-Based Generative Model for Parallel MRI,5,Optimization & Compressed Sensing,7,Undersampled & Dynamic & Cascade,med,MED+AIFND,kw:MED,med,
ref_generation_model_meets_swin_transformer_,Generation model meets swin transformer for unsupervised low-dose CT reconstruction,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT+AIFND,kw:CT,both,
ref_sparseview_spectral_ct_reconstruction_an,Sparse-View Spectral CT Reconstruction and Material Decomposition Based on Multi-Channel S,8,Iterative & Sparse-View CT Reconstruction,69,Sparseview & Conebeam & Iterative,ct,CT,kw:CT,ct,
ref_lowdose_ct_with_a_residual_encoderdecode,Low-Dose CT With a Residual Encoder-Decoder Convolutional Neural Network,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,both,
ref_lowdose_ct_image_denoising_using_a_gener,Low-Dose CT Image Denoising Using a Generative Adversarial Network With Wasserstein Distan,1,Deep Learning & Generative Models,11,Generative & Adversarial & Lowdose,both,CT+AIFND,kw:CT,both,
ref_deep_learning_a_primer_for_radiologists,Deep Learning: A Primer for Radiologists,1,Deep Learning & Generative Models,39,Radiologists & Classification & Covid19,ai,-,cluster,ai,HIDE
ref_generative_adversarial_networks_for_nois,Generative Adversarial Networks for Noise Reduction in Low-Dose CT,1,Deep Learning & Generative Models,11,Generative & Adversarial & Lowdose,both,CT+AIFND,kw:CT,both,
ref_a_deep_convolutional_neural_network_usin,A deep convolutional neural network using directional wavelets for low‐dose X‐ray CT recon,7,CT Reconstruction Foundations,56,Directional & Wavelets & Lowdose,ct,CT,kw:CT,both,
ref_the_evolution_of_image_reconstruction_fo,The evolution of image reconstruction for CT—from filtered back projection to artificial i,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ref_applications_promises_and_pitfalls_of_de,"Applications, promises, and pitfalls of deep learning for fluorescence image reconstructio",7,CT Reconstruction Foundations,13,Survey & Phase & Recovery,ct,-,cluster,both,
ref_convolutional_neural_network_based_metal,Convolutional Neural Network Based Metal Artifact Reduction in X-Ray Computed Tomography,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,both,
ref_abdominal_ct_comparison_of_adaptive_stat,Abdominal CT: Comparison of Adaptive Statistical Iterative and Filtered Back Projection Re,8,Iterative & Sparse-View CT Reconstruction,24,Iterative & Abdominal & Adaptive,ct,CT,kw:CT,ct,
ref_deep_learning_reconstruction_improves_im,Deep learning reconstruction improves image quality of abdominal ultra-high-resolution CT,4,Clinical CT Denoising & DL Reconstruction,30,Abdominal & Comparison & Iterative,ct,CT,kw:CT,both,
ref_current_and_novel_techniques_for_metal_a,Current and Novel Techniques for Metal Artifact Reduction at CT: Practical Guide for Radio,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ref_modelbased_iterative_reconstruction_tech,Model-based iterative reconstruction technique for radiation dose reduction in chest CT: c,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ref_image_quality_and_lesion_detection_on_de,Image Quality and Lesion Detection on Deep Learning Reconstruction and Iterative Reconstru,4,Clinical CT Denoising & DL Reconstruction,45,Iterative & Abdominal & Algorithms,ct,CT,kw:CT,both,
ref_image_quality_assessment_of_abdominal_ct,Image Quality Assessment of Abdominal CT by Use of New Deep Learning Image Reconstruction:,4,Clinical CT Denoising & DL Reconstruction,30,Abdominal & Comparison & Iterative,ct,CT,kw:CT,both,
ref_deep_learning_reconstruction_at_ct_phant,Deep Learning Reconstruction at CT: Phantom Study of the Image Characteristics,4,Clinical CT Denoising & DL Reconstruction,50,Characteristics & Practice & Competitive,ct,CT,kw:CT,both,
ref_noise_and_spatial_resolution_properties_,Noise and spatial resolution properties of a commercially available deep learning‐based CT,4,Clinical CT Denoising & DL Reconstruction,33,Chest & Noise & Lung,ct,CT,kw:CT,both,
